183.230.198.80,9091
117.146.231.40,9002
103.141.143.1,41487
103.155.217.105,41404
117.160.250.133,80
39.101.65.228,8080
39.105.31.166,3000
47.95.254.71,80
47.100.91.57,8080
60.214.128.150,9091
106.15.190.190,3128
204.199.174.13,999
117.160.250.132,8899
68.183.139.110,8888
51.124.209.11,80
45.225.95.170,999
153.101.67.170,9002
146.70.161.70,3128
221.151.181.101,8000
36.134.91.82,8888
111.47.170.136,9091
167.71.5.83,3128
181.78.95.30,999
45.63.25.2,8888
123.126.158.50,80
